date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:04:30	872/872	---MC-	200	added ('OK')	text/xml	date:Wed,%2017%20Jul%202024%2018:02:46%20GMT	http://dev1.mypagevn.com/star1/xmlrpc.php?rsd	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/xmlrpc0db0.php	(from http://dev1.mypagevn.com/star1/)
01:04:31	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-570d912f7d800%22	http://dev1.mypagevn.com/star1/wp-includes/wlwmanifest.xml	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-includes/wlwmanifest.xml	(from http://dev1.mypagevn.com/star1/)
01:04:36	93065/93065	---M-Z	200	added ('OK')	application/javascript	etag:%22824beb891744db98ccbd3a456e59e0f7+gzip%22	https://platform.twitter.com/widgets.js	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/platform.twitter.com/widgets.js	(from http://dev1.mypagevn.com/star1/)
01:04:36	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2017%20Jul%202024%2018:04:36%20GMT	http://connect.facebook.net/vi_VN/sdk.js	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/connect.facebook.net/vi_VN/sdk.c.delayed	(from http://dev1.mypagevn.com/star1/)
01:04:36	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%2231e202ee30b80f6069249c7c68c6c67a%22	https://connect.facebook.net/vi_VN/sdk.js	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/connect.facebook.net/vi_VN/sdk.js	(from http://dev1.mypagevn.com/star1/)
01:04:39	86092/86092	---M--	200	added ('OK')	image/jpeg	etag:%221504c-570d9096e7000%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/IMG_3381.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/IMG_3381.jpg	(from http://dev1.mypagevn.com/star1/)
01:04:39	18152/18152	---M--	200	added ('OK')	image/png	etag:%2246e8-57115245ed580%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2018/07/LOGO-web.png	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2018/07/LOGO-web.png	(from http://dev1.mypagevn.com/star1/)
01:04:42	96874/96874	---M--	200	added ('OK')	application/javascript	etag:%2217a6a-5b2d987299550%22	http://dev1.mypagevn.com/star1/wp-includes/js/jquery/jquery.js?ver=1.12.4	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-includes/js/jquery/jqueryb8ff.js	(from http://dev1.mypagevn.com/star1/)
01:04:43	29747/29747	---M--	200	added ('OK')	image/jpeg	etag:%227433-57154bc115f80%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/DSJ_4882-1-533x300.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/DSJ_4882-1-533x300.jpg	(from http://dev1.mypagevn.com/star1/)
01:04:43	74829/74829	---MC-	200	added ('OK')	application/json	date:Wed,%2017%20Jul%202024%2018:02:47%20GMT	http://dev1.mypagevn.com/star1/wp-json/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-json/index.html	(from http://dev1.mypagevn.com/star1/)
01:04:43	17608/17608	---M--	200	added ('OK')	image/jpeg	etag:%2244c8-57154be647740%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/1LyNaTrang1-533x300.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/1LyNaTrang1-533x300.jpg	(from http://dev1.mypagevn.com/star1/)
01:04:44	12111/12111	---M--	200	added ('OK')	image/jpeg	etag:%222f4f-5711b69c30f00%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/nhuthuy1-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/nhuthuy1-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:04:44	7949/7949	---M--	200	added ('OK')	image/jpeg	etag:%221f0d-5711b691b3640%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/MG_2641_print_print-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/MG_2641_print_print-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:04:53	42648/42648	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:02:56%20GMT	http://dev1.mypagevn.com/star1/tag/vntm-all-stars/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/tag/vntm-all-stars/index.html	(from http://dev1.mypagevn.com/star1/)
01:04:55	19302/19302	---M--	200	added ('OK')	image/jpeg	etag:%224b66-5711b65c4b840%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/%c4%90%c3%8cNH-PH%c6%af%e1%bb%9aC-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/%c4%90%c3%8cNH-PH%c6%af%e1%bb%9aC-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:04:55	41615/41615	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:00%20GMT	http://dev1.mypagevn.com/star1/tag/guong-mat-than-quen/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/tag/guong-mat-than-quen/index.html	(from http://dev1.mypagevn.com/star1/)
01:04:55	39233/39233	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:01%20GMT	http://dev1.mypagevn.com/star1/tag/asias-next-top-model-2017/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/tag/asias-next-top-model-2017/index.html	(from http://dev1.mypagevn.com/star1/)
01:04:55	41788/41788	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:02:59%20GMT	http://dev1.mypagevn.com/star1/tag/the-face/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/tag/the-face/index.html	(from http://dev1.mypagevn.com/star1/)
01:04:56	13324/13324	---M--	200	added ('OK')	image/jpeg	etag:%22340c-57154bb0df940%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/2-20-265x149.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/2-20-265x149.jpg	(from http://dev1.mypagevn.com/star1/)
01:04:56	63432/63432	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:11%20GMT	http://dev1.mypagevn.com/star1/danh-muc/sao-24h/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/sao-24h/index.html	(from http://dev1.mypagevn.com/star1/)
01:04:56	50617/50617	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:11%20GMT	http://dev1.mypagevn.com/star1/danh-muc/sao-24h/sao/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/sao-24h/sao/index.html	(from http://dev1.mypagevn.com/star1/)
01:04:56	46764/46764	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:11%20GMT	http://dev1.mypagevn.com/star1/danh-muc/sao-24h/toan-canh-showbiz/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/sao-24h/toan-canh-showbiz/index.html	(from http://dev1.mypagevn.com/star1/)
01:04:57	43516/43516	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:12%20GMT	http://dev1.mypagevn.com/star1/danh-muc/sao-24h/hau-truong/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/sao-24h/hau-truong/index.html	(from http://dev1.mypagevn.com/star1/)
01:04:58	46767/46767	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:13%20GMT	http://dev1.mypagevn.com/star1/danh-muc/thoi-trang/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/thoi-trang/index.html	(from http://dev1.mypagevn.com/star1/)
01:04:59	14047/14047	---M--	200	added ('OK')	image/jpeg	etag:%2236df-57154bbe398c0%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/Dao-dien-Ngoc-Duyen-gianh-giai-Quan-quan-265x149.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/Dao-dien-Ngoc-Duyen-gianh-giai-Quan-quan-265x149.jpg	(from http://dev1.mypagevn.com/star1/)
01:04:59	8441/8441	---M--	200	added ('OK')	image/jpeg	etag:%2220f9-57154ba662080%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/6B2A0544-265x149.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/6B2A0544-265x149.jpg	(from http://dev1.mypagevn.com/star1/)
01:04:59	12562/12562	---M--	200	added ('OK')	image/jpeg	etag:%223112-57154bab26bc0%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/tom1612-265x149.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/tom1612-265x149.jpg	(from http://dev1.mypagevn.com/star1/)
01:04:59	12646/12646	---M--	200	added ('OK')	image/jpeg	etag:%223166-57154bac1ae00%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/POSTER-691x1024-265x149.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/POSTER-691x1024-265x149.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:00	43491/43491	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:15%20GMT	http://dev1.mypagevn.com/star1/danh-muc/thoi-trang/hoa-hau/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/thoi-trang/hoa-hau/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:00	5451/5451	---M--	200	added ('OK')	image/jpeg	etag:%22154b-5711b6ae4f9c0%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/Hinh-2-7-1-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/Hinh-2-7-1-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:00	43505/43505	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:16%20GMT	http://dev1.mypagevn.com/star1/danh-muc/thoi-trang/lang-mau/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/thoi-trang/lang-mau/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:01	18614/18614	---M--	200	added ('OK')	image/jpeg	etag:%2248b6-5711b67f94b80%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/IMG_3381-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/IMG_3381-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:01	50059/50059	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:17%20GMT	http://dev1.mypagevn.com/star1/danh-muc/dien-anh/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/dien-anh/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:02	43460/43460	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:17%20GMT	http://dev1.mypagevn.com/star1/danh-muc/thoi-trang/dep/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/thoi-trang/dep/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:02	14935/14935	---M--	200	added ('OK')	image/jpeg	etag:%223a57-5711b67ea0940%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/DSJ_4882-1-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/DSJ_4882-1-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:02	43557/43557	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:18%20GMT	http://dev1.mypagevn.com/star1/danh-muc/dien-anh/phim-chieu-rap/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/dien-anh/phim-chieu-rap/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:03	8603/8603	---M--	200	added ('OK')	image/jpeg	etag:%22219b-5711b6ad5b780%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/1LyNaTrang1-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/1LyNaTrang1-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:04	13470/13470	---M--	200	added ('OK')	image/jpeg	etag:%22349e-5711b678e7bc0%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/LNPT1816-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/LNPT1816-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:04	7240/7240	---M--	200	added ('OK')	image/jpeg	etag:%221c48-5711b664e0c80%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/1-32-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/1-32-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:05	43570/43570	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:19%20GMT	http://dev1.mypagevn.com/star1/danh-muc/dien-anh/phim-truyen-hinh/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/dien-anh/phim-truyen-hinh/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:06	14742/14742	---M--	200	added ('OK')	image/jpeg	etag:%223996-5711b65c4b840%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/4-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/4-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:06	43465/43465	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:19%20GMT	http://dev1.mypagevn.com/star1/danh-muc/dien-anh/review/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/dien-anh/review/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:06	56930/56930	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:20%20GMT	http://dev1.mypagevn.com/star1/danh-muc/am-nhac/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/am-nhac/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:07	47827/47827	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:21%20GMT	http://dev1.mypagevn.com/star1/danh-muc/tv-show/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/tv-show/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:08	54297/54297	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:22%20GMT	http://dev1.mypagevn.com/star1/danh-muc/doi-song/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/doi-song/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:08	43503/43503	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:22%20GMT	http://dev1.mypagevn.com/star1/danh-muc/doi-song/gioi-tre/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/doi-song/gioi-tre/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:08	43483/43483	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:22%20GMT	http://dev1.mypagevn.com/star1/danh-muc/doi-song/hot-teen/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/doi-song/hot-teen/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:09	18863/18863	---M--	200	added ('OK')	image/jpeg	etag:%2249af-5711b66b8dc40%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/2-20-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/2-20-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:10	18815/18815	---M--	200	added ('OK')	image/jpeg	etag:%22497f-5711b679dbe00%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/img-2156-1502717121397-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/img-2156-1502717121397-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:11	48540/48540	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:24%20GMT	http://dev1.mypagevn.com/star1/danh-muc/video/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/video/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:12	48318/48318	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:24%20GMT	http://dev1.mypagevn.com/star1/danh-muc/lgbt/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/lgbt/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:12	59291/59291	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:26%20GMT	http://dev1.mypagevn.com/star1/lan-khue-manh-boc-lua-ung-ho-tinh-doi-tuyen-viet-nam-tai-sea-games-29/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/lan-khue-manh-boc-lua-ung-ho-tinh-doi-tuyen-viet-nam-tai-sea-games-29/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:13	43457/43457	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:24%20GMT	http://dev1.mypagevn.com/star1/danh-muc/doi-song/song/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/danh-muc/doi-song/song/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:14	23048/23048	---M--	200	added ('OK')	image/jpeg	etag:%225a08-5711b67ad0040%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/Tran-Thanh-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/Tran-Thanh-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:14	19503/19503	---M--	200	added ('OK')	image/jpeg	etag:%224c2f-5711b67cb84c0%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/NHA-CHUNG-TAP-8-3-1024x576-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/NHA-CHUNG-TAP-8-3-1024x576-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:15	60600/60600	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:28%20GMT	http://dev1.mypagevn.com/star1/co-gai-cover-ca-khuc-lac-troi-gay-tuong-voi-ve-ngoai-nhi-nhanh/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/co-gai-cover-ca-khuc-lac-troi-gay-tuong-voi-ve-ngoai-nhi-nhanh/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:15	61330/61330	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:28%20GMT	http://dev1.mypagevn.com/star1/ly-na-trang-khoe-nhan-sac-mong-manh-tua-suong-mai-trong-ta-ao-dai-truyen-thong/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/ly-na-trang-khoe-nhan-sac-mong-manh-tua-suong-mai-trong-ta-ao-dai-truyen-thong/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:16	11579/11579	---M--	200	added ('OK')	image/jpeg	etag:%222d3b-5711b65f27f00%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/6B2A0544-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/6B2A0544-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:16	14229/14229	---M--	200	added ('OK')	image/jpeg	etag:%223795-5711b66b8dc40%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/Dang-Khoa-Bi-Max-2-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/Dang-Khoa-Bi-Max-2-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:17	11918/11918	---M--	200	added ('OK')	image/jpeg	etag:%222e8e-5711b6a3d2100%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/05/Hong-Anh-Chung-Ket-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/05/Hong-Anh-Chung-Ket-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:33	60082/60082	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:30%20GMT	http://dev1.mypagevn.com/star1/thu-trang-tu-hoa-hau-hai-den-mua/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/thu-trang-tu-hoa-hau-hai-den-mua/index.html	(from http://dev1.mypagevn.com/star1/)
01:05:34	20569/20569	---M--	200	added ('OK')	image/jpeg	etag:%225059-5711b67bc4280%22	http://dev1.mypagevn.com/star1/wp-content/uploads/2017/08/Dao-dien-Ngoc-Duyen-gianh-giai-Quan-quan-338x190.jpg	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/wp-content/uploads/2017/08/Dao-dien-Ngoc-Duyen-gianh-giai-Quan-quan-338x190.jpg	(from http://dev1.mypagevn.com/star1/)
01:05:34	58429/58429	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2018:03:31%20GMT	http://dev1.mypagevn.com/star1/quan-tuong-bolero-dinh-phuoc-tang-toc-khoi-dong-nhieu-du-nhac/	D:/laragon/www/Asm_ph32799_nguyenTrungHieu/dev1.mypagevn.com/star1/quan-tuong-bolero-dinh-phuoc-tang-toc-khoi-dong-nhieu-du-nhac/index.html	(from http://dev1.mypagevn.com/star1/)
